,IPH_HU,IPH_weight,IVH_HU,IVH_weight,SDH_HU,SDH_weight,SAH_HU,SAH_weight,EDH_HU,EDH_weight
0,-8.40265106541415,5.860383794268312e-06,-8.545441456788753,5.292054624402442e-06,-12.708204863595611,9.468030904362938e-06,14.085830016922365,3.232456774061732e-06,22.85497630381201,6.0656547992525384e-05
1,-7.9639758213970655,9.260990761630883e-06,-8.132282097622102,8.091580307261763e-06,-12.134200394242532,1.4087001221503012e-05,14.47055387261698,5.907160115498479e-06,23.21081692148082,7.612107012802192e-05
2,-7.525300577379981,1.42802442269382e-05,-7.719122738455453,1.2114503023612548e-05,-11.560195924889454,2.0578001956689238e-05,14.855277728311595,1.0424882644357372e-05,23.56665753914963,9.502674782345345e-05
3,-7.086625333362897,2.148624931820754e-05,-7.305963379288802,1.775992306046585e-05,-10.986191455536375,2.9513017997179397e-05,15.240001584006212,1.7772118038680855e-05,23.922498156818442,0.00011800571388541148
4,-6.647950089345813,3.154513413336817e-05,-6.892804020122153,2.5494105622444622e-05,-10.412186986183297,4.155753772878683e-05,15.624725439700827,2.9277055367280687e-05,24.278338774487256,0.00014577361964075464
5,-6.2092748453287285,4.519089450455161e-05,-6.479644660955502,3.5834529361809625e-05,-9.838182516830217,5.7452874180432745e-05,16.00944929539544,4.662282771424327e-05,24.634179392156067,0.00017913327373979683
6,-5.770599601311645,6.317078721583513e-05,-6.066485301788852,4.9320429804515426e-05,-9.264178047477138,7.798291754924733e-05,16.394173151090058,7.180211914874583e-05,24.990020009824878,0.00021897668106307333
7,-5.331924357294561,8.616451185103062e-05,-5.653325942622201,6.646839983957357e-05,-8.69017357812406,0.00010392330900999624,16.77889700678467,0.00010699254530283551,25.34586062749369,0.0002662850539530227
8,-4.893249113277477,0.00011467991613890189,-5.240166583455552,8.771357621474678e-05,-8.116169108770983,0.0001359728570801411,17.163620862479288,0.00015434349970232868,25.7017012451625,0.00032212635431736375
9,-4.4545738692603924,0.00014893373919498733,-4.827007224288902,0.00011333958971107388,-7.542164639417903,0.00017466956989958593,17.548344718173905,0.0002156848345496961,26.057541862831314,0.0003876499288582584
10,-4.015898625243309,0.00018873203015411474,-4.413847865122252,0.00014340347570293425,-6.968160170064825,0.00022029673146095678,17.933068573868518,0.0002921927874062203,26.413382480500125,0.00046407782439522686
11,-3.577223381226225,0.00023336994382173646,-4.000688505955601,0.00017766461633693013,-6.394155700711746,0.0002727876081078271,18.317792429563134,0.00038407258390059975,26.769223098168936,0.0005526924191785901
12,-3.13854813720914,0.00028157301007374254,-3.5875291467889507,0.0002155288594257848,-5.8201512313586665,0.00033164008285631026,18.70251628525775,0.0004903317373891688,27.125063715837747,0.0006548200817390249
